file_id	image_path	segmented_path	species	source
55497	dataset/images/lab/abies_concolor/ny1157-01-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-01-1.png	Abies concolor	lab
55501	dataset/images/lab/abies_concolor/ny1157-02-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-02-1.png	Abies concolor	lab
55505	dataset/images/lab/abies_concolor/ny1157-03-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-03-1.png	Abies concolor	lab
55509	dataset/images/lab/abies_concolor/ny1157-04-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-04-1.png	Abies concolor	lab
55513	dataset/images/lab/abies_concolor/ny1157-05-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-05-1.png	Abies concolor	lab
55517	dataset/images/lab/abies_concolor/ny1157-06-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-06-1.png	Abies concolor	lab
55521	dataset/images/lab/abies_concolor/ny1157-07-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-07-1.png	Abies concolor	lab
55525	dataset/images/lab/abies_concolor/ny1157-08-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-08-1.png	Abies concolor	lab
55529	dataset/images/lab/abies_concolor/ny1157-09-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-09-1.png	Abies concolor	lab
55533	dataset/images/lab/abies_concolor/ny1157-10-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-10-1.png	Abies concolor	lab
55537	dataset/images/lab/abies_concolor/ny1157-11-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-11-1.png	Abies concolor	lab
55541	dataset/images/lab/abies_concolor/ny1157-12-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-12-1.png	Abies concolor	lab
55545	dataset/images/lab/abies_concolor/ny1157-13-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-13-1.png	Abies concolor	lab
55549	dataset/images/lab/abies_concolor/ny1157-14-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-14-1.png	Abies concolor	lab
55553	dataset/images/lab/abies_concolor/ny1157-15-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-15-1.png	Abies concolor	lab
55557	dataset/images/lab/abies_concolor/ny1157-16-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-16-1.png	Abies concolor	lab
55561	dataset/images/lab/abies_concolor/ny1157-17-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-17-1.png	Abies concolor	lab
55565	dataset/images/lab/abies_concolor/ny1157-18-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-18-1.png	Abies concolor	lab
55569	dataset/images/lab/abies_concolor/ny1157-19-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-19-1.png	Abies concolor	lab
55573	dataset/images/lab/abies_concolor/ny1157-20-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-20-1.png	Abies concolor	lab
